application_number,filing_date,invention_subject_matter,application_type,examiner_name_last,examiner_name_first,examiner_name_middle,examiner_id,examiner_art_unit,uspc_class,uspc_subclass,confirm_number,customer_number,atty_docket_number,appl_status_code,appl_status_date,file_location,file_location_date,earliest_pgpub_number,earliest_pgpub_date,wipo_pub_number,wipo_pub_date,patent_number,patent_issue_date,abandon_date,disposal_type,invention_title,small_entity_indicator,aia_first_to_file
PCT/US99/20131,1999-09-01,?,PCT,LE,AMANDA,T,72166,2634,375,137000,,None,B-64429-PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200013332,2000-03-09,,,,PEND,DOPPLER CORRECTED SPREAD SPECTRUM MATCHED FILTER,0,0
PCT/US99/20132,1999-09-01,?,PCT,KIM,PAUL,D,62713,3729,029,840000,,None,PFC99CIP,256,10nov2001 00:00:00,9200,2006-03-27,,,200016395,2000-03-23,,,,PEND,FLIP CHIP MOUNTING TECHNIQUE,0,0
PCT/US99/20133,1999-09-02,?,PCT,LEE,EDMUND,H,60786,1732,264,250000,,None,174-633-228,256,11nov2001 00:00:00,9200,2006-03-27,,,200012281,2000-03-09,,,,PEND,GOLF BALL PRODUCTS AND PARTIAL CURE SHELL PROCESS FOR PREPARING SAME,0,0
PCT/US99/20134,1999-09-02,?,PCT,BARFIELD,ANTHONY,DERRELL,96730,3636,297,362120,,None,0739D0069PCA,256,10nov2001 00:00:00,9200,2012-03-05,,,200013932,2000-03-16,,,,PEND,LINEAR SEAT RECLINER,0,0
PCT/US99/20135,1999-09-02,?,PCT,OH,TAYLOR,V,67113,1623,562,001000,,None,T7326.PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200012458,2000-03-09,,,,PEND,METHOD FOR PREPARATION OF LOW MOLECULAR WEIGHT POLYETHYLENE GLYCOL-CARBOXYLIC ACIDS,0,0
PCT/US99/20137,1999-08-31,?,PCT,MERTZ,PREMA,MARIA,66847,1646,536,023100,,None,511582002740,256,10nov2001 00:00:00,9200,2006-03-27,,,200012709,2000-03-09,,,,PEND,BPC-1: A SECRETED BRAIN-SPECIFIC PROTEIN EXPRESSED AND SECRETED BY PROSTATE AND BLADDER CANCER CELLS,0,0
PCT/US99/20138,1999-09-02,?,PCT,OMGBA,ESSAMA,,69479,3726,029,407010,,None,41992-00349,256,10nov2001 00:00:00,9200,2006-03-27,,,200017050,2000-03-30,,,,PEND,AUTOMATED FUEL TANK ASSEMBLY SYSTEM & METHOD,0,0
PCT/US99/20139,1999-09-02,?,PCT,FONDA,KATHLEEN,KAHLER,66059,1623,514,330000,,None,UC99-112/PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200012099,2000-03-09,,,,PEND,PROMOTERS OF NEURAL REGENERATION,0,0
PCT/US99/20140,1999-09-02,?,PCT,HENDERSON,MARK,T,63459,3722,412,006000,,None,PRKR-1810PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200013911,2000-03-16,,,,PEND,BOOKBINDING SYSTEM AND METHOD,0,0
PCT/US99/20141,1999-09-02,?,PCT,STAFIRA,MICHAEL,PATRICK,75392,2877,356,407000,,None,53-98 WO,256,10nov2001 00:00:00,9200,2006-03-27,,,200012020,2000-03-09,,,,PEND,MINIATURE COLORIMETER,0,0
PCT/US99/20142,1999-09-02,?,PCT,None,None,None,,5332,000,000000,,None,3788.36WO01,218,27sep1999 19:38:17,9200,2006-03-27,,,200015500,2000-03-23,,,,PEND,ELECTRIC VERSION FRY DISPENSER,0,0
PCT/US99/20143,1999-09-02,?,PCT,None,None,None,,5332,000,000000,,None,TT1932-PCT,218,16sep1999 19:38:13,9200,2006-03-27,,,200030171,2000-05-25,,,,PEND,LOW ALPHA EMISSIVE SOLDER,0,0
PCT/US99/20144,1999-09-02,?,PCT,None,None,None,,5332,000,000000,,None,98-012-TAP,218,27sep1999 19:38:09,9200,2006-03-27,,,200016317,2000-03-23,,,,PEND,THIN FILM TAPE WRITE HEAD FOR DUAL FREQUENCY OPERATION,0,0
PCT/US99/20145,1999-09-02,?,PCT,CHAPMAN,MARK,A,80252,1753,136,265000,,None,PCT/97-21,256,10nov2001 00:00:00,9200,2006-03-27,,,200014812,2000-03-16,,,,PEND,PHOTOVOLTAIC DEVICES COMPRISING ZINC STANNATE BUFFER LAYER AND METHOD FOR MAKING,0,0
PCT/US99/20146,1999-09-02,?,PCT,BLUM,THEODORE,M,60309,3662,342,465000,,None,74/35720A,256,10nov2001 00:00:00,9200,2006-03-27,,,200014561,2000-03-16,,,,PEND,DISTRIBUTED NETWORK FOR MULTI-LATERATION WITH CIRCULARLY POLARIZED ANTENNA FOR HEMISPHERICAL,0,0
PCT/US99/20147,1999-09-02,?,PCT,PATEL,TULSIDAS,C,95874,2831,439,764000,,None,2189/1PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200013262,2000-03-09,,,,PEND,ELECTRIC STORAGE BATTERY CONNECTOR ASSEMBLY,0,0
PCT/US99/20148,1999-09-02,?,PCT,MARTIN,DAVID,S,96561,2837,318,001000,,None,130815.90034,256,10nov2001 00:00:00,5L10,2002-10-01,,,200014696,2000-03-16,,,,PEND,CLOSED LOOP CONTROL OF A MOTOR POSITION AND VELOCITY,0,0
PCT/US99/20149,1999-09-02,?,PCT,JASTRZAB,JEFFREY,R,93111,3737,607,005000,,None,44407/656,256,10nov2001 00:00:00,9200,2006-03-27,,,200013742,2000-03-16,,,,PEND,CARDIOVERTER AND METHOD FOR CARDIOVERTING AN ATRIAL TACHYARRHYTHMIA WHILE MAINTAINING ATRIAL,0,0
PCT/US99/20150,1999-09-02,?,PCT,SOLOLA,TAOFIQ,A,79338,1626,549,386000,,None,7070-0012.41,256,10nov2001 00:00:00,9200,2006-03-27,,,200012483,2000-03-09,,,,PEND,TRIPTOLIDE PRODRUGS HAVING HIGH AQUEOUS SOLUBILITY,0,0
PCT/US99/20151,1999-09-02,?,PCT,PATIDAR,JAY,M,93857,2862,324,252000,,None,169.13-196,275,10jan2002 00:00:00,9200,2006-03-27,,,200063715,2000-10-26,,,,PEND,SPIN VALVE SENSOR WITH SPECULAR ELECTRON SCATTERING IN FREE LAYER,0,0
PCT/US99/20152,1999-09-02,?,PCT,NORTON,NADINE,GEORGIANNA,98781,1764,585,275000,,None,33662,256,10nov2001 00:00:00,9200,2006-03-27,,,200023403,2000-04-27,,,,PEND,COMPOSITION AND PROCESS FOR USE IN SELECTIVE HYDROGENATION OF HYDROCARBONS,0,0
PCT/US99/20153,1999-09-02,?,PCT,HAMPTON HIGHTOWER,PATRICIA,,69446,1711,525,292000,,None,33630,256,10nov2001 00:00:00,9200,2006-03-27,,,200022019,2000-04-20,,,,PEND,COUPLED BLOCK COPOLYMERS AND PROCESS FOR PRODUCING THE BLOCK COPOLYMERS,0,0
PCT/US99/20154,1999-09-02,?,PCT,None,None,None,,5332,000,000000,,None,SUNR.039WO0,218,21sep1999 19:36:36,9200,2006-03-27,,,200013629,2000-03-16,,,,PEND,RADIATION TREATMENT SYSTEM AND METHODS OF USE FOR TREATING EYES TO CORRECT VISION,0,0
PCT/US99/20155,1999-09-02,?,PCT,FIDEI,DAVID,,59264,3728,206,308100,,None,FRI8915,256,10nov2001 00:00:00,9200,2006-03-27,,,200013990,2000-03-16,,,,PEND,REINFORCED HINGE FOR STORAGE MEDIA PACKAGE,0,0
PCT/US99/20156,1999-09-01,?,PCT,None,None,None,,5332,000,000000,,None,FP-CE 3645,218,21sep1999 19:36:22,9200,2006-03-27,,,200012710,2000-03-09,,,,PEND,"NUCLEIC ACIDS ENCODING ATAXIN-2 BINDING PROTEINS, PRODUCTS RELATED THERETO AND METHODS OF USING",0,0
PCT/US99/20157,1999-09-02,?,PCT,HACKLEY JR,PERRY,H,93255,5332,000,000000,,None,20721/04399,218,21sep1999 19:36:18,9200,2006-03-27,,,200013823,2000-03-16,,,,PEND,FUNCTIONALLY GRADED METAL SUBSTRATES AND PROCESS FOR MAKING SAME,0,0
PCT/US99/20158,1999-09-01,?,PCT,HACKLEY JR,PERRY,H,93255,5332,000,000000,,None,83000.1032F(,218,21sep1999 19:36:12,9200,2006-03-27,,,200014938,2000-03-16,,,,PEND,METHOD AND APPARATUS FOR TRANSPARENTLY PROCESSING DNS TRAFFIC,0,0
PCT/US99/20159,1999-09-02,?,PCT,None,None,None,,5332,000,000000,,None,2026-4293PC,218,21sep1999 19:36:07,9200,2006-03-27,,,200014219,2000-03-16,,,,PEND,PEPTIDE NUCLEIC ACID-OLIGOADENYLATE CHIMERIC MOLECULES,0,0
PCT/US99/20160,1999-09-02,?,PCT,BANKS HAROLD,MARSHA,DENISE,94445,2617,455,445000,,None,117401/ML-04,256,10nov2001 00:00:00,9200,2006-03-27,,,200013437,2000-03-09,,,,PEND,WIDE AREA RADIO PAGING SYSTEM,0,0
PCT/US99/20161,1999-09-01,?,PCT,HACKLEY JR,PERRY,H,93255,5332,000,000000,,None,BRD/11072PCT,218,21sep1999 19:35:52,9200,2006-03-27,,,200019558,2000-04-06,,,,PEND,AIR COOLED TERMINATION FOR TRANSMISSION LINES,0,0
PCT/US99/20162,1999-09-01,?,PCT,None,None,None,,5332,000,000000,,None,229.PCT,218,21sep1999 19:35:48,9200,2006-03-27,,,200013836,2000-03-16,,,,PEND,COLLATING STRIP AND STRIP ASSEMBLY FOR USE WITH A MANUAL WELDING TOOL,0,0
PCT/US99/20163,1999-09-01,?,PCT,ROBINSON,MARK,A,59229,2872,359,385000,,None,PIEKOS-1,256,10nov2001 00:00:00,9200,2006-03-27,,,200013055,2000-03-09,,,,PEND,METHOD AND APPARATUS FOR PRODUCING DIFFRACTED- LIGHT CONTRAST ENHANCEMENTS IN MICROSCOPES,0,0
PCT/US99/20164,1999-09-02,?,PCT,None,None,None,,5332,000,000000,,None,5051.433.WO,218,20sep1999 19:35:32,9200,2006-03-27,,,200020614,2000-04-13,,,,PEND,GEMINIVIRUS RESISTANT TRANSGENIC PLANTS,0,0
PCT/US99/20165,1999-09-02,?,PCT,ROSENBAUM,IRENE,CUDA,86326,3726,029,889100,,None,RAG-0898,256,10nov2001 00:00:00,9200,2006-03-27,,,200017490,2000-03-30,,,,PEND,METHODS FOR REPAIRING AND RECLASSIFYING GAS TURBINE ENGINE AIRFOIL PARTS,0,0
PCT/US99/20166,1999-09-02,?,PCT,JOLLY,ANTHONY,S,66820,2862,367,014000,,None,712.002-074,256,10nov2001 00:00:00,9200,2006-03-27,,,200012978,2000-03-09,,,,PEND,"SEISMIC SENSING AND ACOUSTIC LOGGING SYSTEMS USING OPTICAL FIBER, TRANSDUCERS AND SENSORS",0,0
PCT/US99/20167,1999-09-02,?,PCT,BARFIELD,ANTHONY,DERRELL,96730,3636,297,362120,,None,0739D0068PCA,256,10nov2001 00:00:00,9200,2006-03-27,,,200013933,2000-03-16,,,,PEND,SEAT RECLINER,0,0
PCT/US99/20168,1999-09-02,?,PCT,None,None,None,,5333,000,000000,,None,P/1318-62,218,23sep1999 19:34:58,9200,2006-03-27,,,200014667,2000-03-16,,,,PEND,"HARDWARE/SOFTWARE MANAGEMENT, PURCHASING AND OPTIMIZATION SYSTEM",0,0
PCT/US99/20169,1999-09-02,?,PCT,LARKIN,DANIEL,SEAN,93875,2855,073,025020,,None,100969-138,256,10nov2001 00:00:00,9200,2006-03-27,,,200020857,2000-04-13,,,,PEND,GAS ANALYZER WITH BACKGROUND GAS COMPENSATION,0,0
PCT/US99/20170,1999-09-02,?,PCT,None,None,None,,5333,000,000000,,None,98041-00 PCT,218,22sep1999 19:34:41,9200,2006-03-27,,,200014076,2000-03-16,,,,PEND,"PROCESS FOR MAKING 2,4-DIHYDROXYPHENYL AND 2-HYDROXY-4-ALKOXYPHENYL SUBSTITUTED TRIAZINE",0,0
PCT/US99/20171,1999-09-01,?,PCT,None,None,None,,5333,000,000000,,None,2618-104-PCT,218,23sep1999 19:34:36,9200,2006-03-27,,,200011964,2000-03-09,,,,PEND,"""METHOD AND COMPOSITION TO PROTECT AN OBLIGATE CARNIVORE FROM A DISEASE OF ABNORMAL CARBOHYDRATE",0,0
PCT/US99/20172,1999-09-02,?,PCT,MULVANEY,ELIZABETH,EVANS,64115,1774,428,195000,,None,14972.256,256,10nov2001 00:00:00,9200,2006-03-27,,,200016972,2000-03-30,,,,PEND,AUTHENTICATABLE HOT STAMPING FILM AND METHOD OF PRODUCING AND USING SAME,0,0
PCT/US99/20173,1999-09-02,?,PCT,CHANEY,CAROL,DIANE,73576,1745,029,623100,,None,SP-0385.1 WO,256,10nov2001 00:00:00,9200,2006-03-27,,,200014820,2000-03-16,,,,PEND,A METHOD OF MORMING COOOH AND NIOOH IN A NIMH ELECTROCHEMICAL CELL AND AN ELECTROCHEMICAL CELL,0,0
PCT/US99/20174,1999-09-02,?,PCT,None,None,None,,5333,000,000000,,None,44357,218,22sep1999 19:34:13,9200,2006-03-27,,,200018492,2000-04-06,,,,PEND,COMPOSITION AND PROCESS FOR REMOVAL OF ACID GASES,0,0
PCT/US99/20175,1999-09-02,?,PCT,None,None,None,,5333,000,000000,,None,0267.0831,218,27sep1999 19:34:08,9200,2006-03-27,,,200011931,2000-03-09,,,,PEND,BELT RELEASE MECHANISM,0,0
PCT/US99/20176,1999-09-02,?,PCT,None,None,None,,5333,000,000000,,None,"97,708-C",218,23sep1999 19:34:04,9200,2006-03-27,,,200012500,2000-03-09,,,,PEND,2-ARYL-4-(1-(4-HETEROARYL) PIPERAZIN-1-YL) METHYLIMIDAZOLES: DOPAMINE D4 RECEPTOR SUBTYPE,0,0
PCT/US99/20177,1999-09-03,?,PCT,None,None,None,,5333,000,000000,,None,6148.087-304,218,30sep1999 19:33:59,9200,2006-03-27,,,200013743,2000-03-16,,,,PEND,ANCHORING SYSTEM FOR A BRAIN LEAD,0,0
PCT/US99/20179,1999-09-03,?,PCT,None,None,None,,5333,000,000000,,None,6339.4-304,218,28sep1999 19:33:54,9200,2006-03-27,,,200013656,2000-03-16,,,,PEND,ANTIMICROBIAL COMPOSITION FOR HANDWASH AND A METHOD OF CLEANING SKIN USING THE SAME,0,0
PCT/US99/20180,1999-09-03,?,PCT,MOSHER,MARY,,63879,1648,435,069100,,None,09404/079WO1,256,10nov2001 00:00:00,9200,2006-03-27,,,200014230,2000-03-16,,,,PEND,NOVEL MOLECULES OF THE HERPESVIRUS-ENTRY-MEDIATOR- RELATED PROTEIN FAMILY AND USES THEREOF,0,0
PCT/US99/20181,1999-09-03,?,PCT,GRAHAM,MARK,S,77793,3711,473,173000,,None,39027,256,10nov2001 00:00:00,9200,2006-03-27,,,200013753,2000-03-16,,,,PEND,A GOLF PRACTICE KIT AND METHOD FOR USING THE SAME,0,0
PCT/US99/20182,1999-09-03,?,PCT,None,None,None,,5333,000,000000,,None,7275/JB,218,27sep1999 19:33:22,9200,2006-03-27,,,200017304,2000-03-30,,,,PEND,CONTINUOUS PROCESS FOR MAKING A DETERGENT COMPOSITION,0,0
PCT/US99/20183,1999-09-03,?,PCT,None,None,None,,5333,000,000000,,None,AA420F/JH,218,22sep1999 19:33:18,9200,2006-03-27,,,200117490,2001-03-15,,,,PEND,A HAIR CARE COMPOSITION CONTAINING AN ALKYL ETHOXYLATE AND PROCESS FOR FORMING SAME,0,0
PCT/US99/20184,1999-09-02,?,PCT,MCDONALD,SHANTESE,L,98068,3723,451,047000,,None,NONE,256,10nov2001 00:00:00,9200,2006-03-27,,,200013834,2000-03-16,,,,PEND,METHOD AND APPARATUS FOR LAPPING GEARS,0,0
PCT/US99/20185,1999-09-01,?,PCT,WILLIAMSON,MICHAEL,A,99923,1616,424,400000,,None,897-P-8PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200012081,2000-03-09,,,,PEND,METHOD AND COMPOSITION FOR DELIVERING ZINC TO THE NASAL MEMBRANE,0,0
PCT/US99/20186,1999-09-01,?,PCT,GOODMAN,CHARLES,,67507,3724,225,106000,,None,2669/2E194WO,256,10nov2001 00:00:00,9200,2006-03-27,,,200013979,2000-03-16,,,,PEND,PLASTIC BAG DISPENSER,0,0
PCT/US99/20187,1999-09-01,?,PCT,WALKENHORST,DAVID,W,69500,2831,174,003000,,None,RAPP - PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200027010,2000-05-11,,,,PEND,A SAFER LIGHTNING ROD AND WARNING SYSTEM,0,0
PCT/US99/20188,1999-09-02,?,PCT,MCALLISTER,STEVEN,B,61008,3627,198,618000,,None,1985/2E541-W,256,10nov2001 00:00:00,9200,2006-03-27,,,200013992,2000-03-16,,,,PEND,BELT HAVING ANTIMICROBIAL ACTION,0,0
PCT/US99/20189,1999-09-02,?,PCT,YOUNG,JOHN,L,94690,2162,705,014000,,None,2495/2G028-W,256,10nov2001 00:00:00,9200,2006-03-27,,,200013434,2000-03-09,,,,PEND,METHOD AND SYSTEM FOR TARGETING PARTICULAR INFORMATION TO SELECTED USERS OVER A BIDIRECTIONAL,0,0
PCT/US99/20190,1999-09-02,?,PCT,CRIARES,THEODORE,J,67747,1617,424,408000,,None,1985/2E576-W,256,10nov2001 00:00:00,9200,2006-03-27,,,200014284,2000-03-16,,,,PEND,ANTIMICROBIAL FOOTWEAR AND PROCESS OF MANUFACTURE,0,0
PCT/US99/20191,1999-09-02,?,PCT,CLARK,SHEILA,V,93520,2896,257,780000,,None,22397.146,566,17mar2000 00:00:00,9200,2006-03-27,,,200055912,2000-09-21,,,,PEND,MAGNETIC ALIGNMENT SYSTEM FOR BUMPS ON AN INTEGRATED CIRCUIT DEVICE,0,0
PCT/US99/20193,1999-09-02,?,PCT,None,None,None,,5333,000,000000,,None,3797.80800,218,22sep1999 19:31:46,9200,2006-03-27,,,200014630,2000-03-16,,,,PEND,METHOD AND APPARATUS FOR DETERMINING PREFERRED CONTROLS FOR AN UPGRADABLE OPERATING SYSTEM,0,0
PCT/US99/20194,1999-09-02,?,PCT,ESCALANTE,OVIDIO,,89768,2614,379,067100,,None,PILGRIM 204,256,10nov2001 00:00:00,9200,2006-03-27,,,200028720,2000-05-18,,,,PEND,METHOD FOR PROVIDING TELEPHONIC SERVICES,0,0
PCT/US99/20195,1999-09-02,?,PCT,LEE,TAK KAM,,68797,2758,709,200000,,None,2,566,23feb2000 00:00:00,9200,2006-03-27,,,200116680,2001-03-08,,,,PEND,METHOD OF ANNOTATING A PRIMARY IMAGE WITH AN IMAGE AND FOR TRANSMITTING THE ANNOTATED PRIMARY IMAGE,0,0
PCT/US99/20197,1999-09-02,?,PCT,ALAM,SHAHID,AL,97140,2771,707,001000,,None,P63789WO0,256,10nov2001 00:00:00,9200,2006-03-27,,,200013082,2000-03-09,,,,PEND,DIRECT VOTE RECORDING SYSTEM,0,0
PCT/US99/20198,1999-09-02,?,PCT,None,None,None,,5333,000,000000,,None,0800.009.PC0,218,28sep1999 19:31:00,9200,2006-03-27,,,200013027,2000-03-09,,,,PEND,METHODS FOR DIAGNOSING ATHEROSCLEROSIS BY MEASURING ENDOGENOUS HEPARIN AND METHODS FOR,0,0
PCT/US99/20199,1999-09-02,?,PCT,CHOWDHURY,TARIFUR,RASHID,72650,2871,707,500000,,None,43100-06045,256,10nov2001 00:00:00,9200,2006-03-27,,,200014713,2000-03-16,,,,PEND,FIELD SEQUENTIAL REFLECTIVE LIQUID CRYTAL DISPLAY WITHOUT EXTERNAL FRAME BUFFER,0,0
PCT/US99/20200,1999-09-02,?,PCT,None,None,None,,5331,000,000000,,None,3931.82474,218,22sep1999 19:30:43,9200,2006-03-27,,,200014902,2000-03-16,,,,PEND,NETWORK FOR PROVIDING WIRELESS COMMUNICATIONS USING AN ATMOSPHERIC PLATFORM,0,0
PCT/US99/20201,1999-09-03,?,PCT,SAKRAN,VICTOR,N,70579,3626,024,129000,,None,NONE,218,02feb2005 00:00:00,9200,2006-03-27,,,200117385,2001-03-15,,,,PEND,ONE-WAY CLUTCHING METHODS BETWEEN A LIGATURE AND A FRAME AND THEIR APPLICATIONS,0,0
PCT/US99/20202,1999-09-01,?,PCT,None,None,None,,5331,000,000000,,None,98-40PC,218,22sep1999 19:30:32,9200,2006-03-27,,,200014235,2000-03-16,,,,PEND,KUNITZ DOMAIN POLYPEPTIDE ZKUN6,0,0
PCT/US99/20203,1999-09-01,?,PCT,None,None,None,,5331,000,000000,,None,27600/M173A,218,23sep1999 19:30:28,9200,2006-03-27,,,200116792,2001-03-08,,,,PEND,AUTOMATED CONVERSION OF PRINT-READY DOCUMENTS FOR DISPLAY,0,0
PCT/US99/20204,1999-09-01,?,PCT,None,None,None,,5331,000,000000,,None,5407-00601,218,07oct1999 19:30:24,9200,2006-03-27,,,200013786,2000-03-16,,,,PEND,DEVICE WITH PLASMA FROM MOBILE ELECTRIC DISCHARGES AND ITS APPLICATIONS TO CONVERT CARBON MATTER,0,0
PCT/US99/20205,1999-09-01,?,PCT,None,None,None,,5331,000,000000,,None,5181-17101,218,07oct1999 19:30:18,9200,2006-03-27,,,200013088,2000-03-09,,,,PEND,EFFICIENT METHOD FOR STORING TEXTURE MAPS IN MULTI-BANK MEMORY,0,0
PCT/US99/20206,1999-09-02,?,PCT,LEE,JOHN,R,95023,2878,250,208100,,None,B61384CPCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200014517,2000-03-16,,,,PEND,ADAPTIVE LIGHTING SYSTEM AND METHOD FOR MACHINE VISION APPARATUS,0,0
PCT/US99/20207,1999-09-02,?,PCT,DO,PENSEE,T,94603,1677,435,004000,,None,11785-3PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200014271,2000-03-16,,,,PEND,METHOD FOR STUDING PROTEIN INTERATIONS IN VIVO,0,0
PCT/US99/20208,1999-09-01,?,PCT,SUGARMAN,SCOTT,J,61019,2872,351,162000,,None,7651-1454,256,11nov2001 00:00:00,9200,2006-03-27,,,200014591,2000-03-16,,,,PEND,COLORED CONTACT LENSES THAT CHANGE THE APPEARANCE OF THE IRIS TO OLIVE GREEN,0,0
PCT/US99/20209,1999-09-01,?,PCT,HORLICK,KENNETH,R,97687,1656,435,004000,,None,342933000600,256,10nov2001 00:00:00,9200,2006-03-27,,,200012764,2000-03-09,,,,PEND,METHODS TO IDENTIFY POLYNUCLEOTIDE AND POLYPEPTIDE SEQUENCES WHICH MAY BE ASSOCIATED WITH,0,0
PCT/US99/20210,1999-09-01,?,PCT,SINGH,SUNIL,,65007,3673,299,036100,,None,98-014,566,04nov1999 00:00:00,9200,2006-03-27,,,200012307,2000-03-09,,,,PEND,APPARATUS FOR REMOVING A FLOOR COVERING,0,0
PCT/US99/20211,1999-09-02,?,PCT,None,None,None,,5331,000,000000,,None,LDOS0150PCT,218,27sep1999 19:29:27,9200,2006-03-27,,,200012358,2000-03-09,,,,PEND,CRASH BOX COMPONENT HOLDER,0,0
PCT/US99/20212,1999-09-03,?,PCT,None,None,None,,5331,000,000000,,None,8194.183.WO,218,27sep1999 19:29:22,9200,2006-03-27,,,200022870,2000-04-20,,,,PEND,SYSTEMS AND METHODS FOR FAST TERMINAL SYNCHRONIZATION IN A WIRELESS COMMUNICATION SYSTEM,0,0
PCT/US99/20213,1999-09-02,?,PCT,RUBIN,MARGARET,R,63515,2816,377,024000,,None,P0663/7003WO,256,10nov2001 00:00:00,9200,2006-03-27,,,200020874,2000-04-13,,,,PEND,DETACHABLE FOOT MOUNT FOR ELECTRONIC DEVICE,0,0
PCT/US99/20214,1999-09-02,?,PCT,REIP,DAVID,OWEN,96455,3731,606,053000,,None,HAN-001 PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200015123,2000-03-23,,,,PEND,FRACTURE FIXATION SYSTEM,0,0
PCT/US99/20215,1999-09-01,?,PCT,None,None,None,,5331,000,000000,,None,CMI-224-PCT,218,27sep1999 19:28:56,9200,2006-03-27,,,200012032,2000-03-09,,,,PEND,SUTURELESS CUFF FOR HEART VALVES,0,0
PCT/US99/20216,1999-09-03,?,PCT,SHAW,SHAWNA,JEANNINE,91832,3737,600,511000,,None,9925,256,10nov2001 00:00:00,9200,2006-03-27,,,200013586,2000-03-16,,,,PEND,METHOD AND APPARATUS TO ESTIMATE LOCATION AND ORIENTATION OF OBJECTS DURING MAGNETIC RESONANCE,0,0
PCT/US99/20217,1999-09-02,?,PCT,CHOW,DOON,Y,77971,2629,345,072000,,None,SAR 12962PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200019476,2000-04-06,,,,PEND,LINE SCANNING CIRCUIT FOR A DUAL-MODE DISPLAY,0,0
PCT/US99/20218,1999-09-02,?,PCT,LEE,JOHN,R,95023,2878,250,214000,,None,2148PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200013210,2000-03-09,,,,PEND,MICROMACHINED MEMBERS COUPLED FOR RELATIVE ROTATION BY TORSIONAL FLEXURE HINGES,0,0
PCT/US99/20219,1999-09-02,?,PCT,FOLLANSBEE,JOHN,A,73160,2154,706,057000,,None,002603.P008,256,10nov2001 00:00:00,9200,2006-03-27,,,200013084,2000-03-09,,,,PEND,A METHOD AND APPARATUS FOR PROVIDING A GENERAL PURPOSE STACK,0,0
PCT/US99/20220,1999-09-02,?,PCT,ATKINSON,CHRISTOPHER,MARK,92405,3743,165,047000,,None,P368B-PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200014455,2000-03-16,,,,PEND,METHODS TO CONTROL HEAT TRANSFER IN FLUIDS CONTAINING DRAG-REDUCING ADDITIVES,0,0
PCT/US99/20221,1999-09-02,?,PCT,LACYK,JOHN,P,93221,3736,600,009000,,None,35733/178916,256,10nov2001 00:00:00,9200,2006-03-27,,,200013749,2000-03-16,,,,PEND,MAGNETIC FIELD GENERATING DEVICE AND METHOD OF GENERATING AND APPLYING A MAGNETIC FIELD,0,0
PCT/US99/20222,1999-09-03,?,PCT,BASI,NIRMAL,SINGH,69829,1646,424,009200,,None,2323-132.PCT,256,11nov2001 00:00:00,9200,2006-03-27,,,200013698,2000-03-16,,,,PEND,DRUG SCREENING AND DIAGNOSIS BASED ON PARACRINE TUBLAR RENIN-ANGIOTENSIN SYSTEM,0,0
PCT/US99/20223,1999-09-03,?,PCT,None,None,None,,5331,000,000000,,None,237401 PCT,218,22sep1999 19:27:35,9200,2006-03-27,,,200013827,2000-03-16,,,,PEND,SPINDLE FOR GRIPPING AND CLOSING A MOUNTING MEMBER,0,0
PCT/US99/20224,1999-09-03,?,PCT,None,None,None,,5331,000,000000,,None,843161-65,218,22sep1999 19:27:31,9200,2006-03-27,,,200014746,2000-03-16,,,,PEND,REFRIGERATION COOLED DISK STORAGE ASSEMBLY,0,0
PCT/US99/20225,1999-09-02,?,PCT,DAWSON,GLENN,K,95784,3761,128,207130,,None,5198-1PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200013751,2000-03-16,,,,PEND,METHOD AND DEVICE FOR ADMINISTERING GAS TO A PATIENT,0,0
PCT/US99/20226,1999-09-03,?,PCT,WALTON,GEORGE,L,64433,3753,137,195000,,None,24170F,256,10nov2001 00:00:00,9200,2006-03-27,,,200017556,2000-03-30,,,,PEND,AUTOMATIC DRAIN VALVE,0,0
PCT/US99/20227,1999-09-03,?,PCT,KABAKOFF,STEPHEN,ERIC,67730,2132,713,151000,,None,192304.2035,256,10nov2001 00:00:00,9200,2006-03-27,,,200014918,2000-03-16,,,,PEND,SYSTEM AND METHOD FOR ENCRYPTING DATA MESSAGES,0,0
PCT/US99/20228,1999-09-03,?,PCT,WILLIAMS,HEZRON,,93333,2856,073,024030,,None,99-67,566,06dec1999 00:00:00,9200,2006-03-27,,,200014518,2000-03-16,,,,PEND,"SIMPLE PARTICULATE EMISSIONS MEASURING INSTRUMENT, SYSTEM AND METHOD",0,0
